year,month,area,uf,className,numPol
2018/2019,1,12.4,PA,DESMATAMENTO_CR,54
2018/2019,1,0.77,PA,DESMATAMENTO_VEG,5
2018/2019,1,0.54,PA,MINERACAO,6
2018/2019,1,0.23,RO,DEGRADACAO,3
2018/2019,1,6.44,RO,DESMATAMENTO_CR,31
2018/2019,1,0.26,RO,DESMATAMENTO_VEG,3
2018/2019,1,0.54,RR,CICATRIZ_DE_QUEIMADA,4
2018/2019,1,7.96,RR,CS_DESORDENADO,2
2018/2019,1,15.91,RR,CS_GEOMETRICO,1
2018/2019,1,5.25,RR,DEGRADACAO,18
2018/2019,1,18.04,RR,DESMATAMENTO_CR,96
2018/2019,1,0.08,RR,DESMATAMENTO_VEG,1
2018/2019,2,0.19,AC,DEGRADACAO,1
2018/2019,2,0.26,AC,DESMATAMENTO_CR,2
2018/2019,2,0.41,AC,DESMATAMENTO_VEG,4
2018/2019,2,0.57,AM,DEGRADACAO,3
2018/2019,2,9.88,AM,DESMATAMENTO_CR,22
2018/2019,2,2.59,AM,DESMATAMENTO_VEG,26
2018/2019,2,0.08,AM,MINERACAO,1
2018/2019,2,0.23,AP,MINERACAO,1
2018/2019,2,0.1,MA,DESMATAMENTO_CR,1
2018/2019,2,3.89,MT,CICATRIZ_DE_QUEIMADA,4
2018/2019,2,7.39,MT,DEGRADACAO,6
2018/2019,2,35,MT,DESMATAMENTO_CR,49
2018/2019,2,5.09,MT,DESMATAMENTO_VEG,31
2018/2019,2,0.21,MT,MINERACAO,1
2018/2019,2,3.89,PA,CICATRIZ_DE_QUEIMADA,11
2018/2019,2,8.63,PA,CS_GEOMETRICO,1
2018/2019,2,1.52,PA,DEGRADACAO,6
2018/2019,2,21.68,PA,DESMATAMENTO_CR,93
2018/2019,2,3.77,PA,DESMATAMENTO_VEG,24
2018/2019,2,3.67,PA,MINERACAO,42
2018/2019,2,0.27,RO,CICATRIZ_DE_QUEIMADA,2
2018/2019,2,2.81,RO,DEGRADACAO,6
2018/2019,2,17.99,RO,DESMATAMENTO_CR,91
2018/2019,2,1.57,RO,DESMATAMENTO_VEG,15
2018/2019,2,10.02,RR,CICATRIZ_DE_QUEIMADA,28
2018/2019,2,7.7,RR,DEGRADACAO,13
2018/2019,2,33.7,RR,DESMATAMENTO_CR,174
2018/2019,2,0.75,RR,DESMATAMENTO_VEG,4
2018/2019,2,1.07,RR,MINERACAO,9
2018/2019,2,0.22,TO,DESMATAMENTO_CR,2
2018/2019,3,0.66,AC,DEGRADACAO,4
2018/2019,3,1.59,AC,DESMATAMENTO_CR,6
2018/2019,3,0.25,AC,DESMATAMENTO_VEG,3
2018/2019,3,0.62,AM,CICATRIZ_DE_QUEIMADA,4
2018/2019,3,4.79,AM,DEGRADACAO,11
2018/2019,3,43.46,AM,DESMATAMENTO_CR,93
2018/2019,3,3.67,AM,DESMATAMENTO_VEG,30
2018/2019,3,0.34,MA,DESMATAMENTO_CR,1
2018/2019,3,16.97,MT,CICATRIZ_DE_QUEIMADA,9
2018/2019,3,20.2,MT,CS_DESORDENADO,8
2018/2019,3,35.31,MT,CS_GEOMETRICO,9
2018/2019,3,29.18,MT,DEGRADACAO,30
2018/2019,3,81.18,MT,DESMATAMENTO_CR,219
2018/2019,3,3.37,MT,DESMATAMENTO_VEG,8
2018/2019,3,0.25,MT,MINERACAO,3
2018/2019,3,1.31,PA,CICATRIZ_DE_QUEIMADA,3
2018/2019,3,3.62,PA,DEGRADACAO,14
2018/2019,3,25.12,PA,DESMATAMENTO_CR,82
2018/2019,3,6.28,PA,DESMATAMENTO_VEG,16
2018/2019,3,1.25,PA,MINERACAO,16
2018/2019,3,0.88,RO,CICATRIZ_DE_QUEIMADA,4
2018/2019,3,2.4,RO,DEGRADACAO,9
2018/2019,3,19.82,RO,DESMATAMENTO_CR,75
2018/2019,3,2.38,RO,DESMATAMENTO_VEG,18
2018/2019,3,0.08,RO,MINERACAO,1
2018/2019,3,455,RR,CICATRIZ_DE_QUEIMADA,436
2018/2019,3,0.42,RR,CS_DESORDENADO,2
2018/2019,3,13.21,RR,DEGRADACAO,22
2018/2019,3,61.98,RR,DESMATAMENTO_CR,366
2018/2019,3,0.1,RR,DESMATAMENTO_VEG,1
2018/2019,3,0.2,TO,DESMATAMENTO_CR,2
2018/2019,4,0.08,AC,CICATRIZ_DE_QUEIMADA,1
2018/2019,4,1.6,AC,DEGRADACAO,12
2018/2019,4,1.59,AC,DESMATAMENTO_CR,15
2018/2019,4,2.38,AC,DESMATAMENTO_VEG,22
2018/2019,4,0.2,AM,CICATRIZ_DE_QUEIMADA,1
2018/2019,4,1.36,AM,DEGRADACAO,2
2018/2019,4,40.69,AM,DESMATAMENTO_CR,94
2018/2019,4,4.94,AM,DESMATAMENTO_VEG,30
2018/2019,4,0.41,AM,MINERACAO,6
2018/2019,4,0.5,MA,DESMATAMENTO_CR,3
2018/2019,4,0.84,MT,CICATRIZ_DE_QUEIMADA,3
2018/2019,4,3.34,MT,CS_DESORDENADO,1
2018/2019,4,6.4,MT,CS_GEOMETRICO,4
2018/2019,4,25.6,MT,DEGRADACAO,23
2018/2019,4,70.68,MT,DESMATAMENTO_CR,201
2018/2019,4,1.4,MT,DESMATAMENTO_VEG,10
2018/2019,4,0.65,MT,MINERACAO,5
2018/2019,4,1.52,PA,CICATRIZ_DE_QUEIMADA,2
2018/2019,4,3.01,PA,DEGRADACAO,9
2018/2019,4,31.15,PA,DESMATAMENTO_CR,111
2018/2019,4,4.49,PA,DESMATAMENTO_VEG,35
2018/2019,4,2.45,PA,MINERACAO,29
2018/2019,4,0.22,RO,CICATRIZ_DE_QUEIMADA,3
2018/2019,4,7.22,RO,DEGRADACAO,13
2018/2019,4,25.77,RO,DESMATAMENTO_CR,113
2018/2019,4,0.79,RO,DESMATAMENTO_VEG,6
2018/2019,4,0.17,RO,MINERACAO,1
2018/2019,4,677.37,RR,CICATRIZ_DE_QUEIMADA,446
2018/2019,4,1.17,RR,CS_DESORDENADO,1
2018/2019,4,32.99,RR,DEGRADACAO,83
2018/2019,4,59,RR,DESMATAMENTO_CR,325
2018/2019,4,0.41,TO,DESMATAMENTO_CR,1
2018/2019,5,0.82,AC,DEGRADACAO,4
2018/2019,5,7.58,AC,DESMATAMENTO_CR,39
2018/2019,5,1.67,AC,DESMATAMENTO_VEG,15
2018/2019,5,0.22,AM,CICATRIZ_DE_QUEIMADA,2
2018/2019,5,3.06,AM,DEGRADACAO,7
2018/2019,5,167.3,AM,DESMATAMENTO_CR,309
2018/2019,5,11.99,AM,DESMATAMENTO_VEG,61
2018/2019,5,0.17,AM,MINERACAO,2
2018/2019,5,1.14,MA,DESMATAMENTO_CR,4
2018/2019,5,0.28,MA,DESMATAMENTO_VEG,1
2018/2019,5,57.61,MT,CICATRIZ_DE_QUEIMADA,5
2018/2019,5,68.72,MT,CS_GEOMETRICO,20
2018/2019,5,33.74,MT,DEGRADACAO,43
2018/2019,5,166.2,MT,DESMATAMENTO_CR,456
2018/2019,5,18.78,MT,DESMATAMENTO_VEG,44
2018/2019,5,1.52,MT,MINERACAO,18
2018/2019,5,0.15,PA,CICATRIZ_DE_QUEIMADA,1
2018/2019,5,2.85,PA,CS_DESORDENADO,6
2018/2019,5,15.22,PA,DEGRADACAO,30
2018/2019,5,176.04,PA,DESMATAMENTO_CR,382
2018/2019,5,41.53,PA,DESMATAMENTO_VEG,129
2018/2019,5,32.67,PA,MINERACAO,325
2018/2019,5,0.55,RO,CICATRIZ_DE_QUEIMADA,3
2018/2019,5,13.03,RO,DEGRADACAO,32
2018/2019,5,104.61,RO,DESMATAMENTO_CR,428
2018/2019,5,6.83,RO,DESMATAMENTO_VEG,36
2018/2019,5,0.17,RO,MINERACAO,2
2018/2019,5,0.27,TO,DESMATAMENTO_CR,2
2018/2019,6,0.14,AC,DEGRADACAO,2
2018/2019,6,10,AC,DESMATAMENTO_CR,72
2018/2019,6,1.03,AC,DESMATAMENTO_VEG,9
2018/2019,6,3.92,AM,DEGRADACAO,11
2018/2019,6,188.1,AM,DESMATAMENTO_CR,490
2018/2019,6,6.64,AM,DESMATAMENTO_VEG,52
2018/2019,6,0.61,AM,MINERACAO,6
2018/2019,6,0.15,AP,DESMATAMENTO_CR,2
2018/2019,6,8.02,MA,DESMATAMENTO_CR,31
2018/2019,6,592.73,MT,CICATRIZ_DE_QUEIMADA,69
2018/2019,6,33.25,MT,CS_DESORDENADO,7
2018/2019,6,146.89,MT,CS_GEOMETRICO,65
2018/2019,6,32.67,MT,DEGRADACAO,43
2018/2019,6,146.68,MT,DESMATAMENTO_CR,460
2018/2019,6,10.57,MT,DESMATAMENTO_VEG,33
2018/2019,6,2.15,MT,MINERACAO,25
2018/2019,6,0.59,PA,CICATRIZ_DE_QUEIMADA,3
2018/2019,6,6.62,PA,CS_DESORDENADO,3
2018/2019,6,2.9,PA,CS_GEOMETRICO,2
2018/2019,6,22.62,PA,DEGRADACAO,49
2018/2019,6,410.35,PA,DESMATAMENTO_CR,1066
2018/2019,6,36.13,PA,DESMATAMENTO_VEG,141
2018/2019,6,9.76,PA,MINERACAO,96
2018/2019,6,0.48,RO,CICATRIZ_DE_QUEIMADA,2
2018/2019,6,6.14,RO,CS_GEOMETRICO,1
2018/2019,6,7.6,RO,DEGRADACAO,15
2018/2019,6,84.05,RO,DESMATAMENTO_CR,324
2018/2019,6,14.21,RO,DESMATAMENTO_VEG,82
2018/2019,6,0.07,RO,MINERACAO,1
2018/2019,6,72.68,RR,CICATRIZ_DE_QUEIMADA,70
2018/2019,6,0.31,RR,DEGRADACAO,1
2018/2019,6,7.85,RR,DESMATAMENTO_CR,29
2018/2019,6,0.07,RR,DESMATAMENTO_VEG,1
2018/2019,6,0.3,TO,DESMATAMENTO_CR,3
2018/2019,7,0.08,AC,CICATRIZ_DE_QUEIMADA,1
2018/2019,7,10.37,AC,CS_DESORDENADO,1
2018/2019,7,25.72,AC,DEGRADACAO,127
2018/2019,7,97.8,AC,DESMATAMENTO_CR,803
2018/2019,7,5.58,AC,DESMATAMENTO_VEG,51
2018/2019,7,6.76,AM,CICATRIZ_DE_QUEIMADA,10
2018/2019,7,10.46,AM,CS_DESORDENADO,3
2018/2019,7,28.07,AM,DEGRADACAO,104
2018/2019,7,403.07,AM,DESMATAMENTO_CR,1422
2018/2019,7,18.48,AM,DESMATAMENTO_VEG,116
2018/2019,7,2.15,AM,MINERACAO,13
2018/2019,7,0.17,AP,DEGRADACAO,2
2018/2019,7,0.06,AP,DESMATAMENTO_CR,1
2018/2019,7,3.44,AP,DESMATAMENTO_VEG,41
2018/2019,7,0.32,MA,CICATRIZ_DE_QUEIMADA,1
2018/2019,7,7.1,MA,DEGRADACAO,8
2018/2019,7,11.02,MA,DESMATAMENTO_CR,63
2018/2019,7,703.41,MT,CICATRIZ_DE_QUEIMADA,187
2018/2019,7,66.76,MT,CS_DESORDENADO,26
2018/2019,7,253.04,MT,CS_GEOMETRICO,77
2018/2019,7,287.21,MT,DEGRADACAO,266
2018/2019,7,418.63,MT,DESMATAMENTO_CR,1191
2018/2019,7,5.93,MT,DESMATAMENTO_VEG,15
2018/2019,7,1.7,MT,MINERACAO,20
2018/2019,7,11.77,PA,CICATRIZ_DE_QUEIMADA,27
2018/2019,7,35.75,PA,CS_DESORDENADO,14
2018/2019,7,11.48,PA,CS_GEOMETRICO,4
2018/2019,7,188.86,PA,DEGRADACAO,347
2018/2019,7,687.63,PA,DESMATAMENTO_CR,2638
2018/2019,7,182.92,PA,DESMATAMENTO_VEG,831
2018/2019,7,20.16,PA,MINERACAO,200
2018/2019,7,0.67,RO,CICATRIZ_DE_QUEIMADA,3
2018/2019,7,3.65,RO,CS_DESORDENADO,1
2018/2019,7,2.54,RO,CS_GEOMETRICO,2
2018/2019,7,34.19,RO,DEGRADACAO,109
2018/2019,7,377.55,RO,DESMATAMENTO_CR,1579
2018/2019,7,7.19,RO,DESMATAMENTO_VEG,28
2018/2019,7,0.09,RO,MINERACAO,1
2018/2019,7,31.98,RR,CICATRIZ_DE_QUEIMADA,15
2018/2019,7,9.24,RR,DESMATAMENTO_CR,25
2018/2019,7,2.51,RR,DESMATAMENTO_VEG,13
2018/2019,7,0.21,TO,DEGRADACAO,2
2018/2019,7,0.16,TO,DESMATAMENTO_CR,3
2019/2020,8,4.95,AC,CICATRIZ_DE_QUEIMADA,30
2019/2020,8,94.57,AC,CS_DESORDENADO,23
2019/2020,8,17.35,AC,DEGRADACAO,107
2019/2020,8,139.72,AC,DESMATAMENTO_CR,1313
2019/2020,8,1.58,AC,DESMATAMENTO_VEG,15
2019/2020,8,16.12,AM,CICATRIZ_DE_QUEIMADA,81
2019/2020,8,118.39,AM,CS_DESORDENADO,11
2019/2020,8,15.96,AM,DEGRADACAO,78
2019/2020,8,188.35,AM,DESMATAMENTO_CR,1044
2019/2020,8,6.56,AM,DESMATAMENTO_VEG,68
2019/2020,8,0,AM,MINERACAO,1
2019/2020,8,0.42,AP,DEGRADACAO,2
2019/2020,8,2.58,AP,DESMATAMENTO_CR,3
2019/2020,8,1.33,AP,DESMATAMENTO_VEG,15
2019/2020,8,2.16,MA,CS_DESORDENADO,2
2019/2020,8,5.32,MA,DEGRADACAO,15
2019/2020,8,11.48,MA,DESMATAMENTO_CR,68
2019/2020,8,0.18,MA,DESMATAMENTO_VEG,1
2019/2020,8,600.48,MT,CICATRIZ_DE_QUEIMADA,621
2019/2020,8,103.18,MT,CS_DESORDENADO,41
2019/2020,8,251.58,MT,CS_GEOMETRICO,85
2019/2020,8,149.98,MT,DEGRADACAO,231
2019/2020,8,214.47,MT,DESMATAMENTO_CR,1015
2019/2020,8,0.48,MT,DESMATAMENTO_VEG,2
2019/2020,8,1.02,MT,MINERACAO,8
2019/2020,8,698.71,PA,CICATRIZ_DE_QUEIMADA,1239
2019/2020,8,256.9,PA,CS_DESORDENADO,48
2019/2020,8,48.77,PA,CS_GEOMETRICO,13
2019/2020,8,185.95,PA,DEGRADACAO,541
2019/2020,8,800.85,PA,DESMATAMENTO_CR,4269
2019/2020,8,12.8,PA,DESMATAMENTO_VEG,57
2019/2020,8,5.18,PA,MINERACAO,58
2019/2020,8,103.64,RO,CICATRIZ_DE_QUEIMADA,290
2019/2020,8,8.92,RO,CS_GEOMETRICO,2
2019/2020,8,51.59,RO,DEGRADACAO,143
2019/2020,8,270.16,RO,DESMATAMENTO_CR,1473
2019/2020,8,0.65,RO,MINERACAO,5
2019/2020,8,45.57,RR,CICATRIZ_DE_QUEIMADA,55
2019/2020,8,10.26,RR,CS_DESORDENADO,5
2019/2020,8,24.71,RR,DEGRADACAO,35
2019/2020,8,35.34,RR,DESMATAMENTO_CR,153
2019/2020,8,6.86,RR,DESMATAMENTO_VEG,16
2019/2020,8,14.52,TO,CICATRIZ_DE_QUEIMADA,11
2019/2020,8,2.27,TO,DEGRADACAO,5
2019/2020,8,2.54,TO,DESMATAMENTO_CR,18
2019/2020,9,0.62,AC,CICATRIZ_DE_QUEIMADA,6
2019/2020,9,12.3,AC,CS_DESORDENADO,8
2019/2020,9,8.05,AC,DEGRADACAO,26
2019/2020,9,110.61,AC,DESMATAMENTO_CR,1041
2019/2020,9,36.36,AM,CICATRIZ_DE_QUEIMADA,79
2019/2020,9,130.44,AM,CS_DESORDENADO,26
2019/2020,9,8.64,AM,CS_GEOMETRICO,2
2019/2020,9,18.88,AM,DEGRADACAO,65
2019/2020,9,173.67,AM,DESMATAMENTO_CR,939
2019/2020,9,0.26,AM,MINERACAO,3
2019/2020,9,0.36,AP,DEGRADACAO,1
2019/2020,9,2.4,AP,DESMATAMENTO_CR,15
2019/2020,9,1.26,MA,CICATRIZ_DE_QUEIMADA,3
2019/2020,9,5.03,MA,DESMATAMENTO_CR,33
2019/2020,9,2569.07,MT,CICATRIZ_DE_QUEIMADA,1566
2019/2020,9,83.87,MT,CS_DESORDENADO,21
2019/2020,9,170.58,MT,CS_GEOMETRICO,45
2019/2020,9,235.45,MT,DEGRADACAO,230
2019/2020,9,343.05,MT,DESMATAMENTO_CR,981
2019/2020,9,0.12,MT,DESMATAMENTO_VEG,1
2019/2020,9,1264.45,PA,CICATRIZ_DE_QUEIMADA,1267
2019/2020,9,103.08,PA,CS_DESORDENADO,30
2019/2020,9,58.28,PA,CS_GEOMETRICO,12
2019/2020,9,122.71,PA,DEGRADACAO,251
2019/2020,9,491.72,PA,DESMATAMENTO_CR,2439
2019/2020,9,2.52,PA,DESMATAMENTO_VEG,18
2019/2020,9,3.43,PA,MINERACAO,36
2019/2020,9,120.21,RO,CICATRIZ_DE_QUEIMADA,235
2019/2020,9,20.77,RO,CS_DESORDENADO,3
2019/2020,9,9.43,RO,CS_GEOMETRICO,1
2019/2020,9,25.27,RO,DEGRADACAO,96
2019/2020,9,271.49,RO,DESMATAMENTO_CR,1427
2019/2020,9,1.46,RO,DESMATAMENTO_VEG,2
2019/2020,9,22.94,RR,CICATRIZ_DE_QUEIMADA,27
2019/2020,9,5.97,RR,CS_DESORDENADO,6
2019/2020,9,7.3,RR,CS_GEOMETRICO,1
2019/2020,9,11.38,RR,DEGRADACAO,31
2019/2020,9,32.29,RR,DESMATAMENTO_CR,156
2019/2020,9,8.77,RR,DESMATAMENTO_VEG,11
2019/2020,9,0.17,RR,MINERACAO,1
2019/2020,9,8.04,TO,CICATRIZ_DE_QUEIMADA,10
2019/2020,9,1.36,TO,DEGRADACAO,3
2019/2020,9,0.41,TO,DESMATAMENTO_CR,3
2019/2020,10,0.49,AC,DEGRADACAO,2
2019/2020,10,0.23,AC,DESMATAMENTO_CR,2
2019/2020,10,4.31,AM,CICATRIZ_DE_QUEIMADA,5
2019/2020,10,0.09,AM,DEGRADACAO,1
2019/2020,10,10.36,AM,DESMATAMENTO_CR,60
2019/2020,10,1.58,AP,DESMATAMENTO_CR,7
2019/2020,10,0.25,MA,DEGRADACAO,2
2019/2020,10,0.48,MA,DESMATAMENTO_CR,4
2019/2020,10,135.89,MT,CICATRIZ_DE_QUEIMADA,111
2019/2020,10,1.73,MT,CS_DESORDENADO,2
2019/2020,10,65.39,MT,CS_GEOMETRICO,23
2019/2020,10,75.09,MT,DEGRADACAO,37
2019/2020,10,21.43,MT,DESMATAMENTO_CR,95
2019/2020,10,0.14,MT,MINERACAO,1
2019/2020,10,3.62,PA,CICATRIZ_DE_QUEIMADA,7
2019/2020,10,10.68,PA,CS_DESORDENADO,1
2019/2020,10,5.69,PA,CS_GEOMETRICO,2
2019/2020,10,5.1,PA,DEGRADACAO,18
2019/2020,10,16.29,PA,DESMATAMENTO_CR,102
2019/2020,10,0.74,PA,DESMATAMENTO_VEG,3
2019/2020,10,0.59,PA,MINERACAO,8
2019/2020,10,2.39,RO,CICATRIZ_DE_QUEIMADA,5
2019/2020,10,1.48,RO,DEGRADACAO,3
2019/2020,10,13.21,RO,DESMATAMENTO_CR,74
2019/2020,10,0.63,RO,DESMATAMENTO_VEG,2
2019/2020,10,8.21,RR,CICATRIZ_DE_QUEIMADA,3
2019/2020,10,7.08,RR,DEGRADACAO,4
2019/2020,10,6.69,RR,DESMATAMENTO_CR,19
2019/2020,10,3.49,RR,DESMATAMENTO_VEG,11
2019/2020,10,0.1,RR,MINERACAO,1
